Player,Span,Mat,Inns,Balls,Runs,Wkts,BBI,Ave,Econ,SR,4,5,source,Overs,Mdns,BBM,10
S Samarawickrama (SL),2017-2019,7,-,-,-,-,-,-,-,-,-,-,Bowling_ODI.csv,,,,
Sami Aslam (PAK),2015-2016,4,-,-,-,-,-,-,-,-,-,-,Bowling_ODI.csv,,,,
RG Samuels (WI),1996-1997,8,-,-,-,-,-,-,-,-,-,-,Bowling_ODI.csv,,,,
Sandeep Goud (OMAN),2019-2019,5,-,-,-,-,-,-,-,-,-,-,Bowling_ODI.csv,,,,
KC Sangakkara (Asia/ICC/SL),2000-2015,404,-,-,-,-,-,-,-,-,-,-,Bowling_ODI.csv,,,,
Saqlain Haider (UAE),2014-2016,5,-,-,-,-,-,-,-,-,-,-,Bowling_ODI.csv,,,,
P Sarraf (NEPAL),2019-2019,2,-,-,-,-,-,-,-,-,-,-,Bowling_ODI.csv,,,,
AF Sattaur (CAN),2003-2003,3,-,-,-,-,-,-,-,-,-,-,Bowling_ODI.csv,,,,
MMC Schewe (NL),1996-1996,5,-,-,-,-,-,-,-,-,-,-,Bowling_ODI.csv,,,,
RH Scholte (NL),2002-2003,5,-,-,-,-,-,-,-,-,-,-,Bowling_ODI.csv,,,,
S Seeraj (CAN),2006-2006,1,-,-,-,-,-,-,-,-,-,-,Bowling_ODI.csv,,,,
TL Seifert (NZ),2019-2019,3,-,-,-,-,-,-,-,-,-,-,Bowling_ODI.csv,,,,
CP Senanayake (SL),1990-1991,7,-,-,-,-,-,-,-,-,-,-,Bowling_ODI.csv,,,,
CS Serjeant (AUS),1977-1978,3,-,-,-,-,-,-,-,-,-,-,Bowling_ODI.csv,,,,
Shabir Noori (AFG),2010-2016,10,-,-,-,-,-,-,-,-,-,-,Bowling_ODI.csv,,,,
Shadab Kabir (PAK),1996-1996,3,-,-,-,-,-,-,-,-,-,-,Bowling_ODI.csv,,,,
Shafiqullah (AFG),2009-2018,24,-,-,-,-,-,-,-,-,-,-,Bowling_ODI.csv,,,,
Shafiq Ahmed (PAK),1977-1978,3,-,-,-,-,-,-,-,-,-,-,Bowling_ODI.csv,,,,
Shaheedur Rahman (BDESH),1986-1986,2,-,-,-,-,-,-,-,-,-,-,Bowling_ODI.csv,,,,
Shahid Anwar (PAK),1996-1996,1,-,-,-,-,-,-,-,-,-,-,Bowling_ODI.csv,,,,
Shahid Wasif (HKG),2016-2018,10,-,-,-,-,-,-,-,-,-,-,Bowling_ODI.csv,,,,
Shahriar Hossain (BDESH),1997-2004,20,-,-,-,-,-,-,-,-,-,-,Bowling_ODI.csv,,,,
Shahriar Nafees (BDESH),2005-2011,75,-,-,-,-,-,-,-,-,-,-,Bowling_ODI.csv,,,,
Shahzad Khan (CAN),2007-2007,1,-,-,-,-,-,-,-,-,-,-,Bowling_ODI.csv,,,,
Shahzaib Hasan (PAK),2010-2010,3,-,-,-,-,-,-,-,-,-,-,Bowling_ODI.csv,,,,
Shakeel Ahmed jnr (PAK),1995-1995,2,-,-,-,-,-,-,-,-,-,-,Bowling_ODI.csv,,,,
JNK Shannon (IRE),2013-2013,1,-,-,-,-,-,-,-,-,-,-,Bowling_ODI.csv,,,,
Shan Masood (PAK),2019-2019,5,-,-,-,-,-,-,-,-,-,-,Bowling_ODI.csv,,,,
Sharjeel Khan (PAK),2013-2017,25,-,-,-,-,-,-,-,-,-,-,Bowling_ODI.csv,,,,
PH Sharma (INDIA),1976-1976,2,-,-,-,-,-,-,-,-,-,-,Bowling_ODI.csv,,,,
R Sharma (HKG),2004-2004,2,-,-,-,-,-,-,-,-,-,-,Bowling_ODI.csv,,,,
AP Sheahan (AUS),1972-1972,3,-,-,-,-,-,-,-,-,-,-,Bowling_ODI.csv,,,,
MQ Sheikh (SCOT),2008-2010,7,-,-,-,-,-,-,-,-,-,-,Bowling_ODI.csv,,,,
V Shetty (UAE),2008-2014,2,-,-,-,-,-,-,-,-,-,-,Bowling_ODI.csv,,,,
IT Shillingford (WI),1978-1978,2,-,-,-,-,-,-,-,-,-,-,Bowling_ODI.csv,,,,
Shubman Gill (INDIA),2019-2019,2,-,-,-,-,-,-,-,-,-,-,Bowling_ODI.csv,,,,
JD Siddons (AUS),1988-1988,1,-,-,-,-,-,-,-,-,-,-,Bowling_ODI.csv,,,,
SAR Silva (SL),1984-1985,20,-,-,-,-,-,-,-,-,-,-,Bowling_ODI.csv,,,,
Simandeep Singh (HKG),2018-2018,1,-,-,-,-,-,-,-,-,-,-,Bowling_ODI.csv,,,,
MS Sinclair (NZ),2000-2009,54,-,-,-,-,-,-,-,-,-,-,Bowling_ODI.csv,,,,
WN Slack (ENG),1986-1986,2,-,-,-,-,-,-,-,-,-,-,Bowling_ODI.csv,,,,
TT Smart (HKG),2004-2004,2,-,-,-,-,-,-,-,-,-,-,Bowling_ODI.csv,,,,
CJ Smith (BMUDA),2006-2007,12,-,-,-,-,-,-,-,-,-,-,Bowling_ODI.csv,,,,
CJO Smith (SCOT),2006-2009,27,-,-,-,-,-,-,-,-,-,-,Bowling_ODI.csv,,,,
DM Smith (ENG),1986-1990,2,-,-,-,-,-,-,-,-,-,-,Bowling_ODI.csv,,,,
IDS Smith (NZ),1980-1992,98,-,-,-,-,-,-,-,-,-,-,Bowling_ODI.csv,,,,
MJ Smith (ENG),1973-1974,5,-,-,-,-,-,-,-,-,-,-,Bowling_ODI.csv,,,,
MJ Smith (SCOT),1999-1999,5,-,-,-,-,-,-,-,-,-,-,Bowling_ODI.csv,,,,
RA Smith (ENG),1988-1996,71,-,-,-,-,-,-,-,-,-,-,Bowling_ODI.csv,,,,
J Smits (NL),2003-2009,38,-,-,-,-,-,-,-,-,-,-,Bowling_ODI.csv,,,,
S Somasunder (INDIA),1996-1996,2,-,-,-,-,-,-,-,-,-,-,Bowling_ODI.csv,,,,
L Sreekumar (UAE),2015-2016,4,-,-,-,-,-,-,-,-,-,-,Bowling_ODI.csv,,,,
TE Srinivasan (INDIA),1980-1981,2,-,-,-,-,-,-,-,-,-,-,Bowling_ODI.csv,,,,
NA Statham (NL),2003-2009,3,-,-,-,-,-,-,-,-,-,-,Bowling_ODI.csv,,,,
AJ Stewart (ENG),1989-2003,170,-,-,-,-,-,-,-,-,-,-,Bowling_ODI.csv,,,,
ELR Stewart (SA),1993-2002,6,-,-,-,-,-,-,-,-,-,-,Bowling_ODI.csv,,,,
SL Stewart (NZ),2010-2010,4,-,-,-,-,-,-,-,-,-,-,Bowling_ODI.csv,,,,
PJR Steyn (SA),1995-1995,1,-,-,-,-,-,-,-,-,-,-,Bowling_ODI.csv,,,,
LW Stokkers (NL),2008-2008,1,-,-,-,-,-,-,-,-,-,-,Bowling_ODI.csv,,,,
R Sudhakar Rao (INDIA),1976-1976,1,-,-,-,-,-,-,-,-,-,-,Bowling_ODI.csv,,,,
S Sumar (EAf),1975-1975,1,-,-,-,-,-,-,-,-,-,-,Bowling_ODI.csv,,,,
Suraj Kumar (OMAN),2019-2019,5,-,-,-,-,-,-,-,-,-,-,Bowling_ODI.csv,,,,
ZE Surkari (CAN),2008-2011,23,-,-,-,-,-,-,-,-,-,-,Bowling_ODI.csv,,,,
SJ Swanepoel (NAM),2003-2003,5,-,-,-,-,-,-,-,-,-,-,Bowling_ODI.csv,,,,
ES Szwarczynski (NL),2006-2014,41,-,-,-,-,-,-,-,-,-,-,Bowling_ODI.csv,,,,
Tabarak Dar (HKG),2004-2008,4,-,-,-,-,-,-,-,-,-,-,Bowling_ODI.csv,,,,
Tariq Javed (CAN),1979-1979,3,-,-,-,-,-,-,-,-,-,-,Bowling_ODI.csv,,,,
Taslim Arif (PAK),1980-1980,2,-,-,-,-,-,-,-,-,-,-,Bowling_ODI.csv,,,,
MA Taylor (AUS),1989-1997,113,-,-,-,-,-,-,-,-,-,-,Bowling_ODI.csv,,,,
RW Taylor (ENG),1973-1984,27,-,-,-,-,-,-,-,-,-,-,Bowling_ODI.csv,,,,
JWA Taylor (ENG),2011-2015,27,-,-,-,-,-,-,-,-,-,-,Bowling_ODI.csv,,,,
APB Tennekoon (SL),1975-1979,4,-,-,-,-,-,-,-,-,-,-,Bowling_ODI.csv,,,,
SP Terry (IRE),2016-2016,5,-,-,-,-,-,-,-,-,-,-,Bowling_ODI.csv,,,,
DJ ter Braak (NL),2018-2018,2,-,-,-,-,-,-,-,-,-,-,Bowling_ODI.csv,,,,
VAB Tewarie (NL),2011-2011,1,-,-,-,-,-,-,-,-,-,-,Bowling_ODI.csv,,,,
WU Tharanga (Asia/SL),2005-2019,235,-,-,-,-,-,-,-,-,-,-,Bowling_ODI.csv,,,,
MH Tissera (SL),1975-1975,3,-,-,-,-,-,-,-,-,-,-,Bowling_ODI.csv,,,,
SS Tiwary (INDIA),2010-2010,3,-,-,-,-,-,-,-,-,-,-,Bowling_ODI.csv,,,,
G Toka (PNG),2019-2019,7,-,-,-,-,-,-,-,-,-,-,Bowling_ODI.csv,,,,
RW Tolchard (ENG),1979-1979,1,-,-,-,-,-,-,-,-,-,-,Bowling_ODI.csv,,,,
PM Toohey (AUS),1978-1979,5,-,-,-,-,-,-,-,-,-,-,Bowling_ODI.csv,,,,
JO Troughton (ENG),2003-2003,6,-,-,-,-,-,-,-,-,-,-,Bowling_ODI.csv,,,,
KL Tucker (BMUDA),2006-2007,12,-,-,-,-,-,-,-,-,-,-,Bowling_ODI.csv,,,,
LJ Tucker (IRE),2019-2019,5,-,-,-,-,-,-,-,-,-,-,Bowling_ODI.csv,,,,
A Turner (AUS),1975-1975,6,-,-,-,-,-,-,-,-,-,-,Bowling_ODI.csv,,,,
AJ Turner (AUS),2019-2019,3,-,-,-,-,-,-,-,-,-,-,Bowling_ODI.csv,,,,
ML Udawatte (SL),2008-2008,9,-,-,-,-,-,-,-,-,-,-,Bowling_ODI.csv,,,,
Umar Akmal (PAK),2009-2019,121,-,-,-,-,-,-,-,-,-,-,Bowling_ODI.csv,,,,
Usman Limbada (CAN),2010-2014,11,-,-,-,-,-,-,-,-,-,-,Bowling_ODI.csv,,,,
Usman Salahuddin (PAK),2011-2011,2,-,-,-,-,-,-,-,-,-,-,Bowling_ODI.csv,,,,
AV Vadher (KENYA),1997-1999,18,-,-,-,-,-,-,-,-,-,-,Bowling_ODI.csv,,,,
RH Vance (NZ),1988-1989,8,-,-,-,-,-,-,-,-,-,-,Bowling_ODI.csv,,,,
HE van der Dussen (SA),2019-2019,18,-,-,-,-,-,-,-,-,-,-,Bowling_ODI.csv,,,,
MG Vandort (SL),2006-2006,1,-,-,-,-,-,-,-,-,-,-,Bowling_ODI.csv,,,,
VB van Jaarsveld (SA),2009-2009,2,-,-,-,-,-,-,-,-,-,-,Bowling_ODI.csv,,,,
MWA van Nierop (NL),2006-2006,2,-,-,-,-,-,-,-,-,-,-,Bowling_ODI.csv,,,,
KJJ van Noortwijk (NL),1996-2003,9,-,-,-,-,-,-,-,-,-,-,Bowling_ODI.csv,,,,
RF van Oosterom (NL),1996-2002,3,-,-,-,-,-,-,-,-,-,-,Bowling_ODI.csv,,,,
M van Schoor (NAM),2003-2003,5,-,-,-,-,-,-,-,-,-,-,Bowling_ODI.csv,,,,
MN van Wyk (SA),2003-2015,17,-,-,-,-,-,-,-,-,-,-,Bowling_ODI.csv,,,,
JNT Vare (PNG),2014-2018,9,-,-,-,-,-,-,-,-,-,-,Bowling_ODI.csv,,,,
MRJ Veletta (AUS),1987-1989,20,-,-,-,-,-,-,-,-,-,-,Bowling_ODI.csv,,,,
Y Venugopal Rao (INDIA),2005-2006,16,-,-,-,-,-,-,-,-,-,-,Bowling_ODI.csv,,,,
S Vesawkar (NEPAL),2018-2018,1,-,-,-,-,-,-,-,-,-,-,Bowling_ODI.csv,,,,
JM Vince (ENG),2015-2019,13,-,-,-,-,-,-,-,-,-,-,Bowling_ODI.csv,,,,
TP Visee (NL),2019-2019,2,-,-,-,-,-,-,-,-,-,-,Bowling_ODI.csv,,,,
GR Viswanath (INDIA),1974-1982,25,-,-,-,-,-,-,-,-,-,-,Bowling_ODI.csv,,,,
S Viswanath (INDIA),1985-1988,22,-,-,-,-,-,-,-,-,-,-,Bowling_ODI.csv,,,,
GE Vivian (NZ),1973-1973,1,-,-,-,-,-,-,-,-,-,-,Bowling_ODI.csv,,,,
DM Vonhagt (SL),1985-1985,1,-,-,-,-,-,-,-,-,-,-,Bowling_ODI.csv,,,,
MS Wade (AUS),2012-2017,94,-,-,-,-,-,-,-,-,-,-,Bowling_ODI.csv,,,,
AL Wadekar (INDIA),1974-1974,2,-,-,-,-,-,-,-,-,-,-,Bowling_ODI.csv,,,,
KJ Wadsworth (NZ),1973-1976,13,-,-,-,-,-,-,-,-,-,-,Bowling_ODI.csv,,,,
CD Wallace (SCOT),2012-2019,28,-,-,-,-,-,-,-,-,-,-,Bowling_ODI.csv,,,,
PA Wallace (WI),1991-2000,33,-,-,-,-,-,-,-,-,-,-,Bowling_ODI.csv,,,,
AC Waller (ZIM),1987-1997,39,-,-,-,-,-,-,-,-,-,-,Bowling_ODI.csv,,,,
R Walters (NAM),2003-2003,2,-,-,-,-,-,-,-,-,-,-,Bowling_ODI.csv,,,,
CAK Walton (WI),2009-2017,9,-,-,-,-,-,-,-,-,-,-,Bowling_ODI.csv,,,,
S Walusimbi (EAf),1975-1975,3,-,-,-,-,-,-,-,-,-,-,Bowling_ODI.csv,,,,
Waqas Khan (HKG),2015-2017,8,-,-,-,-,-,-,-,-,-,-,Bowling_ODI.csv,,,,
SM Warnapura (SL),2007-2008,3,-,-,-,-,-,-,-,-,-,-,Bowling_ODI.csv,,,,
Wasim Bari (PAK),1973-1984,51,-,-,-,-,-,-,-,-,-,-,Bowling_ODI.csv,,,,
BJ Watling (NZ),2010-2018,28,-,-,-,-,-,-,-,-,-,-,Bowling_ODI.csv,,,,
DF Watts (SCOT),2006-2011,36,-,-,-,-,-,-,-,-,-,-,Bowling_ODI.csv,,,,
PN Webb (NZ),1983-1984,5,-,-,-,-,-,-,-,-,-,-,Bowling_ODI.csv,,,,
DS Weerakkody (SL),2017-2017,3,-,-,-,-,-,-,-,-,-,-,Bowling_ODI.csv,,,,
DM Wellham (AUS),1981-1987,17,-,-,-,-,-,-,-,-,-,-,Bowling_ODI.csv,,,,
AP Wells (ENG),1995-1995,1,-,-,-,-,-,-,-,-,-,-,Bowling_ODI.csv,,,,
CM Wells (ENG),1985-1985,2,-,-,-,-,-,-,-,-,-,-,Bowling_ODI.csv,,,,
MD Wettimuny (SL),1983-1983,1,-,-,-,-,-,-,-,-,-,-,Bowling_ODI.csv,,,,
SRD Wettimuny (SL),1975-1979,3,-,-,-,-,-,-,-,-,-,-,Bowling_ODI.csv,,,,
K Whatham (CAN),2011-2011,1,-,-,-,-,-,-,-,-,-,-,Bowling_ODI.csv,,,,
DF Whatmore (AUS),1980-1980,1,-,-,-,-,-,-,-,-,-,-,Bowling_ODI.csv,,,,
JJ Whitaker (ENG),1987-1987,2,-,-,-,-,-,-,-,-,-,-,Bowling_ODI.csv,,,,
DJ White (NZ),1990-1990,3,-,-,-,-,-,-,-,-,-,-,Bowling_ODI.csv,,,,
RPAH Wickramaratne (SL),1993-1993,3,-,-,-,-,-,-,-,-,-,-,Bowling_ODI.csv,,,,
AGD Wickremasinghe (SL),1992-1993,4,-,-,-,-,-,-,-,-,-,-,Bowling_ODI.csv,,,,
D Williams (WI),1988-1997,36,-,-,-,-,-,-,-,-,-,-,Bowling_ODI.csv,,,,
JG Williamson (SCOT),1999-1999,2,-,-,-,-,-,-,-,-,-,-,Bowling_ODI.csv,,,,
GC Wilson (IRE),2007-2019,105,-,-,-,-,-,-,-,-,-,-,Bowling_ODI.csv,,,,
GM Wood (AUS),1978-1989,83,-,-,-,-,-,-,-,-,-,-,Bowling_ODI.csv,,,,
AJ Woodcock (AUS),1974-1974,1,-,-,-,-,-,-,-,-,-,-,Bowling_ODI.csv,,,,
RD Woolley (AUS),1983-1983,4,-,-,-,-,-,-,-,-,-,-,Bowling_ODI.csv,,,,
KJ Wright (AUS),1979-1979,5,-,-,-,-,-,-,-,-,-,-,Bowling_ODI.csv,,,,
M Yachad (SA),1991-1991,1,-,-,-,-,-,-,-,-,-,-,Bowling_ODI.csv,,,,
V Yadav (INDIA),1992-1994,19,-,-,-,-,-,-,-,-,-,-,Bowling_ODI.csv,,,,
BA Young (NZ),1990-1999,74,-,-,-,-,-,-,-,-,-,-,Bowling_ODI.csv,,,,
Younis Ahmed (PAK),1987-1987,2,-,-,-,-,-,-,-,-,-,-,Bowling_ODI.csv,,,,
Yunus Badat (EAf),1975-1975,2,-,-,-,-,-,-,-,-,-,-,Bowling_ODI.csv,,,,
Zahid Fazal (PAK),1990-1994,19,-,-,-,-,-,-,-,-,-,-,Bowling_ODI.csv,,,,
Zahid Razzak (BDESH),1988-1990,3,-,-,-,-,-,-,-,-,-,-,Bowling_ODI.csv,,,,
Zahoor Elahi (PAK),1996-1997,14,-,-,-,-,-,-,-,-,-,-,Bowling_ODI.csv,,,,
Zeeshan Siddiqi (CAN),2012-2014,2,-,-,-,-,-,-,-,-,-,-,Bowling_ODI.csv,,,,
TJ Zoehrer (AUS),1986-1994,22,-,-,-,-,-,-,-,-,-,-,Bowling_ODI.csv,,,,
K Zondo (SA),2018-2018,5,-,-,-,-,-,-,-,-,-,-,Bowling_ODI.csv,,,,
B Zuiderent (NL),1996-2011,57,-,-,-,-,-,-,-,-,-,-,Bowling_ODI.csv,,,,
Zulqarnain (PAK),1985-1989,16,-,-,-,-,-,-,-,-,-,-,Bowling_ODI.csv,,,,
Zulqarnain Haider (PAK),2010-2010,4,-,-,-,-,-,-,-,-,-,-,Bowling_ODI.csv,,,,
SL Malinga (SL),2006-2019,79,79,,2061,106,5/6,19.44,7.23,16.1,1,2,Bowling_t20.csv,284.5,1,,
Shahid Afridi (ICC/PAK),2006-2018,99,97,,2396,98,4/11,24.44,6.63,22.1,3,0,Bowling_t20.csv,361.2,4,,
Shakib Al Hasan (BDESH),2006-2019,76,75,,1894,92,5/20,20.58,6.81,18.1,3,1,Bowling_t20.csv,277.5,2,,
Saeed Ajmal (PAK),2009-2015,64,63,,1516,85,4/19,17.83,6.36,16.8,4,0,Bowling_t20.csv,238.2,2,,
Umar Gul (PAK),2007-2016,60,60,,1443,85,5/6,16.97,7.19,14.1,4,2,Bowling_t20.csv,200.3,2,,
Rashid Khan (AFG/ICC),2015-2019,45,45,,1052,84,5/3,12.52,6.15,12.2,3,2,Bowling_t20.csv,171.0,1,,
GH Dockrell (IRE),2010-2019,73,69,,1539,75,4/20,20.52,6.95,17.7,1,0,Bowling_t20.csv,221.2,1,,
TG Southee (NZ),2008-2019,66,64,,1954,75,5/18,26.05,8.36,18.6,0,1,Bowling_t20.csv,233.3,2,,
Mohammad Nabi (AFG),2010-2019,75,75,,1839,69,4/10,26.65,7.16,22.3,3,0,Bowling_t20.csv,256.4,5,,
KMDN Kulasekara (SL),2008-2017,58,58,,1530,66,4/31,23.18,7.45,18.6,2,0,Bowling_t20.csv,205.1,6,,
BAW Mendis (SL),2008-2014,39,39,,952,66,6/8,14.42,6.45,13.4,3,2,Bowling_t20.csv,147.3,5,,
SCJ Broad (ENG),2006-2014,56,55,,1491,65,4/24,22.93,7.62,18.0,1,0,Bowling_t20.csv,195.3,2,,
Imran Tahir (SA/World),2013-2019,38,38,,948,63,5/23,15.04,6.73,13.4,2,2,Bowling_t20.csv,140.5,0,,
DW Steyn (SA),2007-2019,44,44,,1068,61,4/9,17.5,6.79,15.4,2,0,Bowling_t20.csv,157.1,3,,
Mohammad Amir (PAK),2009-2019,48,48,,1224,59,4/13,20.74,6.96,17.8,1,0,Bowling_t20.csv,175.4,5,,
NL McCullum (NZ),2007-2016,63,59,,1278,58,4/16,22.03,6.82,19.3,2,0,Bowling_t20.csv,187.1,0,,
KJ O'Brien (IRE),2008-2019,90,51,,1134,58,4/45,19.55,7.53,15.5,1,0,Bowling_t20.csv,150.3,0,,
S Badree (WI/World),2012-2018,52,52,,1180,56,4/15,21.07,6.17,20.4,1,0,Bowling_t20.csv,191.0,4,,
CJ Jordan (ENG),2014-2019,43,43,,1300,54,4/6,24.07,8.58,16.8,2,0,Bowling_t20.csv,151.3,0,,
Mohammad Hafeez (PAK),2006-2018,89,67,,1226,54,4/10,22.7,6.58,20.6,1,0,Bowling_t20.csv,186.1,2,,
Sohail Tanvir (PAK),2007-2017,57,57,,1454,54,3/12,26.92,7.18,22.4,0,0,Bowling_t20.csv,202.2,3,,
RE van der Merwe (NL/SA),2009-2019,43,42,,938,54,4/35,17.37,6.28,16.5,1,0,Bowling_t20.csv,149.1,1,,
WB Rankin (ENG/IRE),2009-2019,48,47,,1138,53,3/16,21.47,6.69,19.2,0,0,Bowling_t20.csv,170.0,2,,
PM Seelaar (NL),2008-2019,69,58,,1190,53,4/19,22.45,6.89,19.5,1,0,Bowling_t20.csv,172.3,3,,
R Ashwin (INDIA),2010-2017,46,46,,1193,52,4/8,22.94,6.97,19.7,2,0,Bowling_t20.csv,171.0,2,,
DJ Bravo (WI),2006-2016,66,56,,1470,52,4/28,28.26,8.46,20.0,2,0,Bowling_t20.csv,173.4,0,,
YS Chahal (INDIA),2016-2019,36,36,,1139,52,6/25,21.9,8.1,16.2,2,1,Bowling_t20.csv,140.3,1,,
Mustafizur Rahman (BDESH),2015-2019,37,37,,1065,52,5/22,20.48,7.87,15.5,1,1,Bowling_t20.csv,135.1,3,,
SP Narine (WI),2012-2019,51,49,,1105,52,4/12,21.25,6.01,21.1,1,0,Bowling_t20.csv,183.4,1,,
JJ Bumrah (INDIA),2016-2019,42,42,,1029,51,3/11,20.17,6.71,18.0,0,0,Bowling_t20.csv,153.1,5,,
NLTC Perera (ICC/SL/World),2010-2019,79,64,,1628,51,3/24,31.92,9.26,20.6,0,0,Bowling_t20.csv,175.4,1,,
GP Swann (ENG),2008-2012,39,38,,859,51,3/13,16.84,6.36,15.8,0,0,Bowling_t20.csv,135.0,4,,
MJ Santner (NZ),2015-2019,39,38,,928,49,4/11,18.93,7.2,15.7,1,0,Bowling_t20.csv,128.5,1,,
SM Sharif (SCOT),2012-2019,42,41,,1185,49,4/24,24.18,8.23,17.6,1,0,Bowling_t20.csv,143.5,0,,
SR Watson (AUS),2006-2016,58,49,,1187,48,4/15,24.72,7.65,19.3,1,0,Bowling_t20.csv,155.0,2,,
M Morkel (SA/World),2007-2017,44,44,,1191,47,4/17,25.34,7.5,20.2,2,0,Bowling_t20.csv,158.4,3,,
IS Sodhi (NZ),2014-2019,40,39,,1131,47,3/18,24.06,8.16,17.6,0,0,Bowling_t20.csv,138.3,0,,
PA van Meekeren (NL),2013-2019,41,39,,945,47,4/11,20.1,6.94,17.3,2,0,Bowling_t20.csv,136.1,2,,
Shadab Khan (PAK),2017-2019,38,36,,948,46,4/14,20.6,6.99,17.6,1,0,Bowling_t20.csv,135.3,1,,
Bilal Khan (OMAN),2015-2019,32,31,,778,45,4/19,17.28,7.0,14.8,3,0,Bowling_t20.csv,111.0,2,,
MRJ Watt (SCOT),2015-2019,35,33,,903,45,5/27,20.06,7.22,16.6,0,1,Bowling_t20.csv,125.0,2,,
Abdur Razzak (BDESH),2006-2014,34,33,,838,44,4/16,19.04,6.88,16.5,1,0,Bowling_t20.csv,121.4,4,,
Ahsan Malik (NL),2012-2017,31,29,,730,44,5/19,16.59,7.61,13.0,1,1,Bowling_t20.csv,95.5,1,,
DJG Sammy (WI/World),2007-2017,68,59,,1116,44,5/26,25.36,7.31,20.8,1,1,Bowling_t20.csv,152.4,0,,
Mudassar Bukhari (NL),2008-2016,38,35,,780,43,4/7,18.13,6.64,16.3,3,0,Bowling_t20.csv,117.2,4,,
KD Mills (NZ),2005-2014,42,42,,1228,43,3/26,28.55,8.21,20.8,0,0,Bowling_t20.csv,149.3,1,,
Imad Wasim (PAK),2015-2019,41,40,,877,42,5/14,20.88,5.96,21.0,1,1,Bowling_t20.csv,147.0,3,,
Mashrafe Mortaza (BDESH),2006-2017,54,53,,1527,42,4/19,36.35,8.04,27.1,1,0,Bowling_t20.csv,189.5,1,,
B Kumar (INDIA),2012-2019,43,43,,1088,41,5/24,26.53,7.04,22.5,0,1,Bowling_t20.csv,154.2,2,,
WD Parnell (SA),2009-2017,40,39,,1038,41,4/13,25.31,8.31,18.2,1,0,Bowling_t20.csv,124.5,3,,
KOK Williams (WI),2016-2019,24,24,,724,41,4/28,17.65,8.33,12.7,1,0,Bowling_t20.csv,86.5,2,,
Al-Amin Hossain (BDESH),2013-2019,28,26,,673,40,3/20,16.82,7.36,13.7,0,0,Bowling_t20.csv,91.2,0,,
Dawlat Zadran (AFG),2012-2019,34,34,,980,40,4/44,24.5,7.93,18.5,1,0,Bowling_t20.csv,123.3,2,,
T van der Gugten (NL),2012-2019,39,38,,847,40,3/9,21.17,7.12,17.8,0,0,Bowling_t20.csv,118.5,0,,
TA Boult (NZ),2013-2019,27,27,,854,39,4/34,21.89,8.64,15.2,1,0,Bowling_t20.csv,98.5,1,,
JW Dernbach (ENG),2011-2014,34,33,,1020,39,4/22,26.15,8.71,18.0,1,0,Bowling_t20.csv,117.0,1,,
AU Rashid (ENG),2009-2019,40,38,,1000,39,3/11,25.64,7.51,20.4,0,0,Bowling_t20.csv,133.0,1,,
Rohan Mustafa (UAE),2014-2019,38,36,,774,39,4/18,19.84,6.79,17.5,1,0,Bowling_t20.csv,113.5,2,,
MA Starc (AUS),2012-2019,28,28,,718,39,3/11,18.41,6.74,16.3,0,0,Bowling_t20.csv,106.3,1,,
MG Johnson (AUS),2007-2013,30,30,,797,38,3/15,20.97,7.28,17.2,0,0,Bowling_t20.csv,109.2,2,,
HH Pandya (INDIA),2016-2019,40,39,,976,38,4/38,25.68,8.35,18.4,1,0,Bowling_t20.csv,116.5,1,,
DL Vettori (NZ),2007-2014,34,34,,748,38,4/20,19.68,5.7,20.7,1,0,Bowling_t20.csv,131.1,1,,
J Botha (SA),2006-2012,40,39,,823,37,3/16,22.24,6.37,20.9,0,0,Bowling_t20.csv,129.0,1,,
Kuldeep Yadav (INDIA),2017-2019,19,19,,499,37,5/24,13.48,6.97,11.5,1,1,Bowling_t20.csv,71.3,1,,
AD Mathews (SL),2009-2018,72,57,,1101,37,3/16,29.75,6.81,26.1,0,0,Bowling_t20.csv,161.3,4,,
Mohammad Naveed (UAE),2015-2019,31,31,,729,37,3/14,19.7,6.35,18.5,0,0,Bowling_t20.csv,114.4,5,,
AJ Tye (AUS),2016-2018,26,25,,815,37,4/23,22.02,8.87,14.8,1,0,Bowling_t20.csv,91.5,1,,
AC Evans (SCOT),2015-2019,27,25,,689,36,5/24,19.13,7.4,15.5,0,1,Bowling_t20.csv,93.0,4,,
JP Faulkner (AUS),2012-2017,24,24,,684,36,5/27,19.0,7.96,14.3,0,1,Bowling_t20.csv,85.5,0,,
AG Cremer (ZIM),2008-2018,29,28,,660,35,3/11,18.85,6.94,16.2,0,0,Bowling_t20.csv,95.0,1,,
AR Cusack (IRE),2008-2015,37,33,,714,35,4/11,20.4,7.06,17.3,3,0,Bowling_t20.csv,101.0,3,,
Hasan Ali (PAK),2016-2019,30,30,,877,35,3/23,25.05,8.47,17.7,0,0,Bowling_t20.csv,103.3,3,,
RA Jadeja (INDIA),2009-2019,46,46,,1093,35,3/48,31.22,7.18,26.0,0,0,Bowling_t20.csv,152.1,4,,
SO Ngoche (KENYA),2010-2019,28,28,,637,35,4/14,18.2,6.77,16.1,2,0,Bowling_t20.csv,94.0,0,,
Shapoor Zadran (AFG),2010-2018,34,34,,843,35,3/40,24.08,7.81,18.4,0,0,Bowling_t20.csv,107.5,3,,
N Vanua (PNG),2015-2019,25,25,,505,35,5/17,14.42,6.18,14.0,1,1,Bowling_t20.csv,81.4,3,,
